id,type_of_shot,frame_count,kpt_0_x,kpt_0_y,kpt_1_x,kpt_1_y,kpt_2_x,kpt_2_y,kpt_3_x,kpt_3_y,kpt_4_x,kpt_4_y,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
101,smash,0,0.0,0.0,0.0,0.0,0.0,0.0,687.9964599609375,262.9517822265625,0.0,0.0,707.2010498046875,306.5269470214844,753.5717163085938,285.107177734375,733.5184936523438,361.724365234375,800.0652465820312,334.2839050292969,704.6242065429688,410.6399536132813,787.1551513671875,375.2057495117188,783.4174194335938,409.27734375,815.209228515625,396.1710815429688,757.7968139648438,508.3057861328125,787.642578125,469.8716430664063,776.3659057617188,615.6428833007812,824.9352416992188,551.207275390625
101,smash,1,0.0,0.0,0.0,0.0,0.0,0.0,691.6301879882812,274.0372619628906,0.0,0.0,712.9238891601562,315.4027099609375,757.4680786132812,296.38336181640625,736.605712890625,372.182861328125,803.713134765625,346.13250732421875,708.3775634765625,422.42767333984375,794.3057861328125,390.48968505859375,783.3145141601562,415.4248962402344,815.3477783203125,404.1474304199219,761.2150268554688,518.5454711914062,791.9984741210938,475.0962524414063,784.5130004882812,624.7962646484375,835.3477783203125,552.1852416992188
101,smash,2,0.0,0.0,0.0,0.0,0.0,0.0,694.21435546875,282.91845703125,0.0,0.0,714.6001586914062,329.5646057128906,760.9778442382812,307.6876525878906,738.4165649414062,385.8271484375,801.1383666992188,356.8070068359375,712.1647338867188,437.6771545410156,802.9509887695312,409.9108276367188,784.4325561523438,431.2422790527344,818.2319946289062,417.666259765625,758.6300048828125,530.3917846679688,792.1943359375,486.2249145507813,796.8939208984375,634.3048706054688,846.0072631835938,564.9998779296875
101,smash,3,0.0,0.0,0.0,0.0,0.0,0.0,696.8278198242188,296.5626220703125,0.0,0.0,716.8417358398438,342.1717529296875,764.3522338867188,318.21307373046875,737.9325561523438,399.0953979492188,810.0794677734375,366.5358276367188,710.3259887695312,449.8163757324219,806.6624755859375,412.6952819824219,784.57470703125,445.0600280761719,818.831787109375,429.36334228515625,752.4533081054688,540.8096923828125,793.43505859375,493.8341064453125,799.3938598632812,634.7099609375,851.5396118164062,566.0614624023438
101,smash,4,0.0,0.0,0.0,0.0,0.0,0.0,700.7603149414062,308.8739013671875,0.0,0.0,720.2208251953125,351.3568725585937,769.5791625976562,326.4609680175781,731.2344360351562,411.75189208984375,814.9057006835938,373.3660278320313,704.1378784179688,458.0670776367188,812.703857421875,417.85687255859375,787.466552734375,460.6577453613281,824.773681640625,445.0191650390625,740.4243774414062,543.4794311523438,793.8836669921875,498.1069641113281,796.5991821289062,630.698974609375,851.5294189453125,566.53759765625
101,smash,5,0.0,0.0,0.0,0.0,0.0,0.0,697.3961181640625,316.52215576171875,0.0,0.0,712.0953979492188,362.7214965820313,766.665771484375,332.0741577148437,718.1717529296875,423.11614990234375,817.6471557617188,376.3636169433594,693.8453979492188,464.9058227539063,819.15234375,427.9210205078125,786.4268188476562,467.2164306640625,825.7760009765625,450.1502075195313,728.0569458007812,542.2552490234375,792.4158325195312,500.2379150390625,788.8634033203125,622.5433349609375,854.6401977539062,567.739013671875
101,smash,6,0.0,0.0,0.0,0.0,0.0,0.0,693.907470703125,320.21295166015625,0.0,0.0,704.6070556640625,370.06048583984375,764.6542358398438,335.05841064453125,703.5949096679688,436.1546020507813,819.0398559570312,374.0486145019531,683.55224609375,465.3490295410156,826.3831176757812,419.6427917480469,780.1307373046875,469.3817138671875,822.7691040039062,450.991455078125,721.0474243164062,540.6224975585938,797.0750732421875,502.0494384765625,780.8291625976562,619.7776489257812,855.5139770507812,567.3328247070312
101,smash,7,0.0,0.0,0.0,0.0,0.0,0.0,690.2685546875,321.8428955078125,0.0,0.0,697.7587280273438,373.5450439453125,761.2706298828125,336.6534423828125,687.8250732421875,439.642578125,817.0616455078125,373.29541015625,673.2263793945312,457.5737915039063,829.3724365234375,409.8518981933594,772.981689453125,471.6754455566406,817.4185180664062,452.1263427734375,717.8416137695312,542.4431762695312,802.7914428710938,501.7899475097656,780.2783813476562,622.2288818359375,853.8340454101562,565.3192749023438
101,smash,8,0.0,0.0,0.0,0.0,0.0,0.0,685.5987548828125,323.0025634765625,0.0,0.0,688.17578125,377.9883117675781,757.3986206054688,338.39776611328125,672.3653564453125,446.57366943359375,812.9224853515625,371.2594299316406,667.8936157226562,446.8737487792969,829.5479736328125,397.0169372558594,762.1658325195312,477.8747863769531,809.3311157226562,457.4564514160156,723.47119140625,548.4698486328125,816.7403564453125,507.9619140625,786.239501953125,628.7866821289062,847.0759887695312,565.9156494140625
101,smash,9,0.0,0.0,0.0,0.0,0.0,0.0,680.3319091796875,322.85205078125,0.0,0.0,679.9148559570312,376.793212890625,752.3366088867188,339.1156005859375,664.5926513671875,441.54486083984375,805.877685546875,368.3560791015625,667.3651123046875,429.5659484863281,826.1538696289062,387.7762145996094,753.351806640625,479.422119140625,802.3199462890625,459.9644470214844,728.916259765625,553.178955078125,819.6533813476562,514.7808227539062,789.7680053710938,630.9593505859375,842.1038818359375,567.521728515625
101,smash,10,0.0,0.0,0.0,0.0,0.0,0.0,676.674560546875,320.9742126464844,0.0,0.0,673.9371948242188,373.57427978515625,747.1124267578125,338.82574462890625,655.0595703125,435.3135681152344,798.507080078125,369.3430786132813,655.3847045898438,427.725341796875,822.0020141601562,380.937744140625,743.5675048828125,476.2044982910156,792.1988525390625,458.4022216796875,734.0396118164062,549.8878173828125,816.3900146484375,518.35400390625,788.930419921875,632.047607421875,842.942138671875,577.0394897460938
101,smash,11,0.0,0.0,0.0,0.0,0.0,0.0,672.0791625976562,318.03125,0.0,0.0,668.1785278320312,369.9064331054688,740.525634765625,338.8155822753906,648.4876098632812,430.65081787109375,794.0225830078125,370.3468322753906,655.3442993164062,401.31048583984375,821.4160766601562,376.2164306640625,736.1566162109375,474.8862609863281,782.9368286132812,458.6011657714844,738.5224609375,550.4669189453125,806.760986328125,522.5335693359375,789.2659301757812,632.78955078125,841.2821044921875,587.4049072265625
101,smash,12,0.0,0.0,0.0,0.0,0.0,0.0,667.6117553710938,315.4223022460937,0.0,0.0,663.1873779296875,366.0777587890625,734.3577880859375,336.9971008300781,645.603759765625,421.4283447265625,787.6170654296875,369.0661010742188,643.1530151367188,416.59033203125,813.085693359375,371.0037841796875,726.3944702148438,476.479736328125,772.7334594726562,459.6885986328125,746.104736328125,555.8016967773438,799.666748046875,524.9215698242188,794.1818237304688,634.639404296875,835.6466064453125,596.2744140625
101,smash,13,0.0,0.0,0.0,0.0,0.0,0.0,664.2367553710938,309.97918701171875,0.0,0.0,658.1531372070312,360.97662353515625,729.434814453125,336.3978881835937,641.3017578125,414.831787109375,781.0618286132812,369.0584411621094,639.3342895507812,401.2661743164063,805.3764038085938,367.4729614257813,718.2865600585938,475.24017333984375,761.2139282226562,462.1341552734375,750.7000732421875,552.7694091796875,783.0062866210938,534.2777099609375,794.367431640625,633.460205078125,821.046630859375,613.0896606445312
101,smash,14,0.0,0.0,0.0,0.0,0.0,0.0,658.747802734375,308.0091247558594,690.7035522460938,300.4964599609375,653.84130859375,355.0856018066406,723.3815307617188,335.436767578125,637.323486328125,406.0373840332031,771.931884765625,367.0751647949219,638.548828125,392.9150695800781,798.5360107421875,356.98297119140625,709.9773559570312,474.3334655761719,753.6068115234375,463.2169494628906,746.56298828125,553.9505615234375,778.1171264648438,539.645751953125,792.0772705078125,633.7960815429688,808.479736328125,623.7271728515625
101,smash,15,0.0,0.0,0.0,0.0,0.0,0.0,651.1189575195312,307.3866271972656,685.1708984375,299.3472595214844,648.8349609375,352.2972412109375,718.13916015625,333.6830444335937,631.3709716796875,400.2232055664063,766.5076293945312,365.8411254882813,641.9234008789062,375.62200927734375,799.2696533203125,344.9336853027344,700.0560302734375,475.2314453125,746.998291015625,463.2923583984375,736.9224243164062,561.6151123046875,774.0116577148438,543.1221313476562,776.4916381835938,637.9912719726562,793.936279296875,634.7612915039062
101,smash,16,0.0,0.0,0.0,0.0,0.0,0.0,647.0242919921875,308.7030029296875,679.236328125,301.38018798828125,643.771484375,351.7982788085937,711.187255859375,336.696533203125,628.8867797851562,391.8631591796875,761.3631591796875,368.6499938964844,633.746337890625,383.9068298339844,793.0164184570312,336.3222045898437,693.5849609375,478.241943359375,737.6312866210938,469.0444946289063,728.3883056640625,562.980224609375,761.442138671875,551.3760986328125,757.7999877929688,644.431640625,777.3737182617188,640.7615356445312
101,smash,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0725708007812,303.494873046875,638.1066284179688,354.0230407714844,703.0615844726562,339.84814453125,621.584228515625,390.7010498046875,754.5093383789062,372.8879699707031,633.1375732421875,371.8681640625,781.4427490234375,339.5380554199219,683.8349609375,477.5618591308594,726.5277709960938,470.1849365234375,719.1345825195312,561.6622924804688,748.5390625,557.010498046875,743.94775390625,649.5691528320312,755.0667724609375,656.822509765625
101,smash,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.9208374023438,351.8591003417969,662.1182250976562,356.1943054199219,747.1282348632812,377.7185668945313,737.960205078125,377.1866760253906,0.0,0.0,771.9959716796875,338.8254089355469,708.7799072265625,481.7764587402344,692.4424438476562,484.9804992675781,732.4309692382812,561.1824951171875,727.07373046875,562.6731567382812,735.5740356445312,656.8698120117188,732.878173828125,662.7587890625
101,smash,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.6019897460938,322.8214111328125,650.6998901367188,363.6460266113281,674.2384643554688,361.8848876953125,684.448974609375,383.4288635253906,744.81787109375,388.9351196289063,0.0,0.0,767.8021240234375,342.7541809082031,674.1646728515625,494.2472229003906,698.7730102539062,493.0085754394531,715.146240234375,575.9913330078125,734.81396484375,574.9244384765625,713.6685180664062,672.4051513671875,721.5665893554688,671.80859375
101,smash,20,637.6047973632812,338.5236511230469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.3334350585938,373.3682556152344,634.0922241210938,371.6545104980469,736.2772216796875,397.8328247070313,613.4332885742188,391.4143676757813,754.2388305664062,350.68035888671875,621.3405151367188,356.73956298828125,686.010498046875,503.06390380859375,671.3276977539062,503.78466796875,719.8743286132812,580.0467529296875,720.1029052734375,578.1744384765625,697.8837280273438,680.20556640625,695.49267578125,681.2870483398438
101,smash,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.9234619140625,344.3909912109375,622.4566040039062,391.5888671875,668.71826171875,392.6207885742188,609.7527465820312,383.579345703125,732.4901733398438,404.9295654296875,626.5831909179688,350.14385986328125,744.197998046875,358.680419921875,655.230712890625,523.5277099609375,682.4169921875,524.232421875,708.9120483398438,583.8743896484375,719.1263427734375,592.0338134765625,689.2807006835938,683.6917724609375,684.9686279296875,690.9700927734375
101,smash,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.4808959960938,355.4091796875,621.0191650390625,408.87933349609375,658.4193115234375,405.372802734375,638.8090209960938,406.53466796875,719.4900512695312,418.893798828125,615.4744873046875,375.912841796875,729.5359497070312,369.0480346679688,649.288330078125,535.6969604492188,677.1060180664062,536.8795166015625,697.3347778320312,605.87158203125,713.6370239257812,617.4776000976562,688.9415283203125,695.33984375,659.8792724609375,706.9773559570312
101,smash,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.4188842773438,371.64642333984375,628.6017456054688,422.6310424804688,646.5492553710938,419.2198486328125,695.0132446289062,432.3124084472656,711.2348022460938,427.5499877929688,0.0,0.0,718.8196411132812,377.1717529296875,647.7131958007812,545.2346801757812,663.1378784179688,549.1847534179688,701.3701782226562,602.656005859375,699.769287109375,631.659912109375,688.7929077148438,696.5319213867188,634.3778076171875,718.624755859375
101,smash,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0267333984375,380.8164367675781,624.5455322265625,429.10736083984375,633.6278686523438,427.8337097167969,690.5598754882812,442.695068359375,700.10595703125,433.7562255859375,700.37451171875,399.1369934082031,706.0028686523438,383.4498901367188,652.174072265625,548.822265625,652.7222290039062,556.039306640625,705.8320922851562,597.8245849609375,683.957763671875,647.9708251953125,689.084716796875,698.8930053710938,616.8605346679688,727.3829345703125
101,smash,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.4561767578125,389.2123107910156,619.3541259765625,433.9914245605469,618.5883178710938,438.3814086914063,683.1728515625,449.2769775390625,687.3785400390625,443.0878601074219,694.3657836914062,402.83050537109375,695.2757568359375,391.414794921875,650.3328857421875,554.87158203125,637.399658203125,565.9337768554688,701.4256591796875,597.3861083984375,656.4681396484375,663.0188598632812,687.7120971679688,701.96484375,589.5548706054688,749.7838134765625
101,smash,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.1680297851562,397.6971740722656,606.9541015625,438.4093017578125,608.9153442382812,446.9900512695313,645.465087890625,433.82720947265625,677.241455078125,455.0822143554688,639.7059326171875,384.6422119140625,682.2084350585938,401.9983215332031,637.3006591796875,560.4598388671875,621.1162109375,573.666748046875,692.6032104492188,602.578125,636.9695434570312,672.2618408203125,687.281982421875,704.6530151367188,571.4422607421875,757.8429565429688
101,smash,27,591.3598022460938,390.2133483886719,0.0,0.0,582.2792358398438,389.0068664550781,0.0,0.0,575.812255859375,404.971435546875,601.378662109375,436.723388671875,596.3361206054688,455.7160339355469,619.2075805664062,435.3074951171875,657.4258422851562,465.0201721191406,625.1528930664062,386.54974365234375,669.1835327148438,412.41021728515625,630.7307739257812,565.5816040039062,609.0172729492188,582.057861328125,679.8892822265625,607.9181518554688,621.0513916015625,679.2963256835938,686.0452880859375,705.0208129882812,557.9860229492188,766.1172485351562
101,smash,28,578.208740234375,401.811767578125,0.0,0.0,569.1445922851562,400.5571899414063,0.0,0.0,563.3275756835938,415.6135864257813,601.3990478515625,445.4783935546875,586.2315673828125,462.5935668945313,634.078125,465.5286254882813,642.2650146484375,469.9386596679688,648.5588989257812,419.2265625,649.0519409179688,416.67425537109375,620.3859252929688,574.2590942382812,595.8884887695312,589.8464965820312,665.9205322265625,609.47412109375,605.6383056640625,685.2159423828125,680.851318359375,703.8763427734375,543.3037109375,778.0784912109375
101,smash,29,568.6943969726562,409.75775146484375,0.0,0.0,559.3873901367188,409.36810302734375,0.0,0.0,554.5146484375,425.01068115234375,593.1229248046875,452.4747009277344,577.0941162109375,470.3714294433594,619.7100830078125,469.2956848144531,632.3526611328125,484.3016357421875,632.9321899414062,419.7195129394531,640.6924438476562,431.3336791992188,605.0827026367188,583.178466796875,581.2064819335938,598.879638671875,650.9568481445312,615.6807250976562,589.444580078125,695.371337890625,672.195556640625,702.8461303710938,523.2833251953125,789.1888427734375
101,smash,30,553.7078247070312,424.0779418945313,554.3263549804688,416.03265380859375,545.167236328125,421.7991638183594,0.0,0.0,539.9196166992188,434.03912353515625,585.9835205078125,465.5308532714844,560.7720336914062,480.74322509765625,615.278076171875,494.1900024414063,611.2869262695312,491.1959838867188,620.2728881835938,444.7519836425781,622.3519897460938,435.79595947265625,598.7247924804688,594.8238525390625,570.53466796875,610.7117309570312,638.3414916992188,619.8756713867188,574.202392578125,707.9740600585938,662.0372314453125,701.465087890625,508.8451843261719,802.4293212890625
101,smash,31,543.6898193359375,433.5514526367188,545.4754638671875,425.228759765625,535.5108032226562,430.7470703125,0.0,0.0,531.1052856445312,442.9073486328125,579.754150390625,476.1797790527344,545.4212646484375,482.94964599609375,609.178955078125,513.5447998046875,539.35009765625,450.8385620117188,609.521728515625,460.2396240234375,523.6836547851562,382.6670837402344,587.429443359375,600.7584838867188,557.8468627929688,615.5177001953125,627.3331298828125,620.9403686523438,570.2055053710938,715.0423583984375,642.148681640625,709.8806762695312,503.5610961914063,811.6066284179688
101,smash,32,524.06298828125,449.0335998535156,528.818359375,440.9052734375,0.0,0.0,545.4186401367188,441.3248291015625,0.0,0.0,571.075927734375,484.4313659667969,535.2611694335938,479.5679321289063,589.3782958984375,524.183349609375,506.2265625,450.1278991699219,592.8165893554688,479.8123168945313,493.05474853515625,417.2879943847656,569.0911865234375,612.2540893554688,548.5843505859375,612.7572021484375,570.1158447265625,716.4009399414062,568.8993530273438,716.2704467773438,506.3404235839844,809.5059204101562,500.4182739257813,816.9561157226562
101,smash,33,512.6891479492188,446.5999755859375,517.6173706054688,438.2251892089844,506.4150390625,442.4759521484375,535.5491943359375,438.7269592285156,0.0,0.0,562.48828125,482.9378662109375,519.8419799804688,482.7481384277344,577.8596801757812,523.1932983398438,493.7663269042969,456.326171875,569.7520751953125,521.9658203125,479.7696838378906,432.2231750488281,570.3033447265625,611.1546020507812,544.3916015625,613.4559326171875,567.6378173828125,714.839599609375,565.0372924804688,716.0969848632812,508.4786376953125,803.6078491210938,500.6575012207031,815.9404296875
101,smash,34,513.6187133789062,439.9449462890625,0.0,0.0,506.2147521972656,437.0093383789063,0.0,0.0,497.0498046875,446.7262878417969,533.8848876953125,473.1693420410156,518.1758422851562,488.5823364257813,507.82470703125,451.7791137695313,535.10498046875,513.0760498046875,467.5079345703125,431.2861328125,508.3858947753906,459.64404296875,564.8386840820312,606.9601440429688,547.7020874023438,612.631591796875,571.2227172851562,695.3634033203125,561.3200073242188,709.424560546875,537.6476440429688,769.70947265625,506.7802734375,809.4263305664062
101,smash,35,479.9845275878906,455.4187622070313,0.0,0.0,0.0,0.0,495.2465515136719,439.35943603515625,0.0,0.0,521.833740234375,469.7054443359375,517.6168823242188,480.86663818359375,480.5066833496094,450.5736999511719,506.24603271484375,474.0930786132813,0.0,0.0,463.08392333984375,427.6545715332031,547.2710571289062,602.4927978515625,547.0126953125,605.4872436523438,554.9290161132812,691.9428100585938,556.0066528320312,703.2213134765625,523.12646484375,784.3084716796875,518.2550659179688,802.0741577148438
101,smash,36,0.0,0.0,0.0,0.0,0.0,0.0,457.4768981933594,441.4673156738281,0.0,0.0,488.7052001953125,469.3989868164063,522.775634765625,468.986328125,472.0882263183594,467.4992065429688,0.0,0.0,457.37103271484375,442.7927551269531,0.0,0.0,524.0,592.946533203125,559.3079833984375,594.2982788085938,532.6885375976562,673.0257568359375,553.5342407226562,694.918701171875,508.3981323242188,746.8757934570312,525.412109375,798.3902587890625
101,smash,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.1173400878906,477.2710571289063,505.8618774414063,476.7539367675781,482.9374084472656,496.4161987304688,498.32318115234375,494.53948974609375,461.5993347167969,461.7109375,0.0,0.0,519.5530395507812,590.3311767578125,551.5701904296875,591.4686889648438,513.0972900390625,672.80517578125,555.530517578125,687.05712890625,470.14251708984375,767.4862670898438,528.7199096679688,797.56884765625
101,smash,38,441.0550231933594,425.63385009765625,0.0,0.0,430.1923522949219,427.19287109375,0.0,0.0,428.3663940429688,443.188720703125,476.9706115722656,458.5368957519531,464.1298828125,477.0269775390625,488.73773193359375,426.001708984375,493.4541931152344,486.0270080566406,476.0763549804688,390.7598876953125,505.5928039550781,437.2473754882813,516.4498291015625,577.005615234375,540.4435424804688,584.2339477539062,495.8530883789063,673.3089599609375,553.6728515625,686.7354736328125,445.6145935058594,766.6869506835938,534.678955078125,798.8305053710938
101,smash,39,429.6777648925781,420.0848693847656,0.0,0.0,417.2290954589844,424.1222839355469,0.0,0.0,418.7644958496094,443.6243286132813,462.06341552734375,455.0108642578125,464.2206115722656,466.388427734375,496.39208984375,398.04541015625,495.5413818359375,409.2054138183594,485.352294921875,350.8080444335937,474.7241516113281,354.6736755371094,503.6825866699219,577.107177734375,538.4992065429688,583.8062744140625,476.62353515625,675.83837890625,557.1038818359375,687.330322265625,424.9222106933594,769.4019775390625,541.4564819335938,798.4871826171875
101,smash,40,423.5625,427.4969482421875,0.0,0.0,411.3125305175781,431.3789978027344,0.0,0.0,412.1560363769531,447.5924072265625,448.3769226074219,460.9895629882813,461.0095825195313,463.20892333984375,482.10107421875,385.528564453125,491.2789916992188,386.1098327636719,484.8492126464844,322.588623046875,485.1001892089844,318.2319641113281,491.28814697265625,581.6990356445312,529.3616943359375,583.4144897460938,456.7970886230469,683.1204833984375,561.5252075195312,680.7283935546875,407.0233154296875,783.2687377929688,550.8653564453125,798.89013671875
101,smash,41,412.68304443359375,431.74310302734375,409.71575927734375,425.4639892578125,399.022705078125,435.8745727539063,0.0,0.0,398.9377746582031,453.97900390625,443.6451416015625,458.9000549316406,444.5687255859375,473.6896667480469,475.6361083984375,384.7073974609375,478.7102355957031,388.9052734375,480.5243225097656,320.2406311035156,476.4718322753906,312.87078857421875,483.27783203125,584.47314453125,522.201171875,588.741455078125,442.0118408203125,691.2158203125,564.5833740234375,684.3235473632812,387.6195068359375,795.394775390625,562.0647583007812,801.0709838867188
101,smash,42,402.4841918945313,444.3720397949219,0.0,0.0,393.0579528808594,444.7926635742188,0.0,0.0,392.6212768554688,458.076416015625,419.28558349609375,487.4244995117188,439.5203857421875,473.49462890625,460.0012512207031,439.5267028808594,473.06451416015625,420.1120300292969,478.87738037109375,391.3174133300781,480.3158264160156,380.8446350097656,467.9788818359375,601.396484375,513.878173828125,595.6669921875,426.8419189453125,697.6473388671875,564.5044555664062,682.174560546875,374.35791015625,801.1226806640625,574.2178955078125,797.35888671875
101,smash,43,393.5684814453125,452.4779052734375,393.6387939453125,445.0440979003906,382.00396728515625,451.082763671875,0.0,0.0,372.3853149414063,466.7472534179688,434.3455810546875,479.99713134765625,400.8970947265625,507.01416015625,477.0669555664063,436.5045166015625,458.1892700195313,453.2257080078125,485.20697021484375,392.9146423339844,478.0884399414063,401.5151977539063,507.7864685058594,603.0855102539062,459.273681640625,616.8153686523438,562.782958984375,684.0985717773438,414.4768981933594,712.7145385742188,587.2808227539062,798.9295654296875,358.6210021972656,811.085693359375
101,smash,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.7918701171875,497.51373291015625,409.8011169433594,517.4688110351562,463.052978515625,477.0152587890625,399.4229431152344,552.4878540039062,484.41937255859375,468.8005981445313,400.69036865234375,513.680908203125,457.3598937988281,628.1376953125,490.5055847167969,624.7236938476562,403.9261474609375,722.523193359375,559.6556396484375,694.5615234375,346.3866271972656,827.5682983398438,598.5233154296875,798.1077880859375
101,smash,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.6896057128906,533.140625,427.4000549316406,520.3280029296875,424.4128112792969,586.4789428710938,0.0,0.0,384.6188354492188,546.049560546875,0.0,0.0,447.22650146484375,659.4285278320312,485.11962890625,642.3995971679688,387.09613037109375,756.19287109375,555.655517578125,706.9432373046875,330.0881042480469,874.7550659179688,610.5972290039062,804.7066650390625
101,smash,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.7970275878906,549.7687377929688,384.9715576171875,558.5809326171875,439.1834411621094,571.9671630859375,403.2072143554688,607.0859985351562,447.5880126953125,564.7766723632812,413.4537353515625,563.0662231445312,441.2027587890625,672.0216674804688,473.3699645996094,663.6707763671875,379.6222839355469,763.9491577148438,549.1031494140625,717.734619140625,327.86358642578125,884.7064208984375,613.958251953125,802.664306640625
101,smash,47,366.64990234375,538.0331420898438,0.0,0.0,0.0,0.0,378.6083679199219,527.0419921875,0.0,0.0,416.47509765625,561.1633911132812,368.9402770996094,581.0546875,465.057861328125,556.515869140625,356.7237548828125,642.1461181640625,433.7002868652344,561.272705078125,383.57427978515625,585.6375732421875,433.0183410644531,687.7266845703125,456.8440551757813,684.22119140625,365.6917114257813,779.1422119140625,540.1766967773438,732.4658203125,320.485107421875,902.4654541015624,618.0511474609375,809.7791748046875
