id,type_of_shot,frame_count,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y,kpt_23_x,kpt_23_y,kpt_24_x,kpt_24_y
101,smash,0,0.8092709398168235,0.33881065603874666,0.8623342559302719,0.31513493631856343,0.839386764053865,0.3998215187314931,0.915538168665099,0.36949100321098977,0.8063221823612913,0.45388894330939467,0.9007647673946587,0.41472277519752626,0.8964875709234174,0.45238282208191627,0.9328678721424243,0.4378961958987088
101,smash,1,0.8158197530360629,0.34862122275590296,0.8667929777959311,0.3275987388115263,0.8429195597349156,0.4113815135610953,0.9197125542934842,0.3825875115463672,0.8106172589791163,0.46691815686652305,0.9089474488523042,0.4316164293437885,0.8963698133955265,0.45917784063571065,0.9330264187547093,0.4467126214105741
101,smash,2,0.8177379575117429,0.3642746628109963,0.8708093057222894,0.34009360821715456,0.8449917709419121,0.4264628299400574,0.9167661715449201,0.3943862594789502,0.8149510293516575,0.4837737279026886,0.9188404082372718,0.45308302509289045,0.8976492216967756,0.4766611252199645,0.9363269122188173,0.46165526669510926
101,smash,3,0.8203030601032746,0.37820960673943543,0.8746707189411377,0.35172757670525306,0.8444379054637537,0.4411285040846413,0.9269977362058162,0.40513972892111666,0.8128468992892363,0.49719146339258513,0.9230875716497984,0.45616074081330144,0.8978118891240935,0.49193417268642914,0.9370132723769337,0.4745842970485286
101,smash,4,0.8241698513349625,0.38836211188622094,0.8806520470393131,0.3608441470476246,0.836773049813809,0.4551179922017664,0.9325205363261718,0.41268929228426077,0.8057656627988743,0.5063111370530514,0.9300009023886479,0.46186595500836414,0.9011211131285256,0.5091746563614917,0.9438127568699575,0.491889005915464
101,smash,5,0.8148716862011924,0.4009236688991668,0.877318167989006,0.3670485232118748,0.8218250377368875,0.46767914443409103,0.935657663919736,0.41600259032612097,0.7939876749914581,0.5138701452973533,0.9373800947591894,0.4729900685725357,0.8999313150931626,0.5164241086258481,0.9449597403355713,0.4975604546603878
101,smash,6,0.8063025561066428,0.4090356074718185,0.8750163086493253,0.3703470804927853,0.8051443277050916,0.4820908187389681,0.9372513716726514,0.41344376963017354,0.7822089188964932,0.5143600310439751,0.9456544818123988,0.46383996890205414,0.8927265239961345,0.5188174415112241,0.9415188597830524,0.4984903032103691
101,smash,7,0.798465813578798,0.41288716254451574,0.8711443489377656,0.3721101024877547,0.7870984405439029,0.4859461517641284,0.9349876473331062,0.4126112370878355,0.7703927262446189,0.5057658975565014,0.9490752472000109,0.45301788914462027,0.8845456584908765,0.5213527511994325,0.9353960270873045,0.4997447183549931
101,smash,8,0.7874997660215193,0.41779839955139514,0.8667134949568208,0.3740381400492375,0.7694074323858067,0.4936072321883709,0.9302510847521742,0.41036082549340736,0.764290288091068,0.4939389161756003,0.9492761194717869,0.43883113793817163,0.8721687556172296,0.5282050124793866,0.9261413749665096,0.5056361990991742
101,smash,9,0.778046546491594,0.4164774317263273,0.8609208862182903,0.37483157752992613,0.7605128975922986,0.48804878470015606,0.9221895133499042,0.4071516909980298,0.7636855061017397,0.47480824192712273,0.9453921465367413,0.4286171736004238,0.8620826068359712,0.5299153117984646,0.918118287785988,0.5084083391824133
101,smash,10,0.771206133225531,0.41291947753076264,0.8549427011146316,0.37451119366836755,0.749603912846578,0.4811612063110156,0.9137551129536354,0.40824264223518786,0.7499759735530281,0.47277378079402305,0.94064105633671,0.4210584689415877,0.8508861428584599,0.526358808066792,0.9065364228364114,0.5066815787847461
101,smash,11,0.7646163213889298,0.40886532975723155,0.8474052415090956,0.37449996100613353,0.7420834254114319,0.4760073707852555,0.908623371195475,0.4093521121857587,0.749929736611472,0.44357688713447974,0.9399705508398221,0.4158399022481786,0.8424056452092802,0.5249017327578972,0.8959376167273241,0.5069014758571297
101,smash,12,0.7589048019089292,0.4046334158276239,0.8403471933338343,0.37248995536888874,0.7387833510132595,0.46581357801512313,0.9012933492280386,0.40793649315880276,0.7359788919282034,0.4604660212304737,0.9304378484707865,0.41007825488819827,0.8312345347208699,0.5266630344352271,0.8842616016308928,0.5081034381796098
101,smash,13,0.7531439723371782,0.39899502416675237,0.8347136899621695,0.37182763307770084,0.7338604437796507,0.45852226468820695,0.8937919991372829,0.40792802649747917,0.7316090120408818,0.4435279086793331,0.921615881928452,0.40617556253037546,0.821956414907684,0.5252929194964205,0.8710794635620772,0.5108065631669604
101,smash,14,0.7482098201676319,0.39248355443800126,0.8277867395804144,0.3707652863377635,0.7293079908330723,0.44880162673235985,0.8833443361422857,0.4057358695807633,0.7307101854534391,0.43429725766526317,0.9137882191625443,0.3945807565673632,0.8124479485185879,0.524290716410427,0.8623744164157626,0.5120033982682406
101,smash,15,0.7424809094513058,0.38940152105763237,0.8217877408686232,0.3688268594070071,0.7224963534279174,0.4423750934705918,0.8771372013491688,0.40437186008299086,0.7345718082052551,0.41518287583678276,0.9146277479201059,0.38126242845165204,0.8010946840368566,0.5252832722249522,0.8548120922313837,0.5120867493444577
101,smash,16,0.7366866244490331,0.38885000746145604,0.8138324725253389,0.37215773167416455,0.7196536196540806,0.4331345590630246,0.8712502329308158,0.4074765611781383,0.7252145547745719,0.4243402615584432,0.9074719875375379,0.3717439784160178,0.7936896492669558,0.5286108387837044,0.8440931538874372,0.518444706022677
101,smash,17,0.7302041633362566,0.39130908346603394,0.8045340280142784,0.3756412736988934,0.7112970956775025,0.4318500552255694,0.8634072044139377,0.41216088491520253,0.7245179275010344,0.4110336720807424,0.8942278975545827,0.375298525708022,0.7825324377987416,0.527859127438702,0.8313870747214119,0.5197052603400535
101,smash,18,0.7826307087606292,0.38891723477626833,0.7576813389100766,0.3937090277682205,0.8549607907941831,0.4175002448922758,0.8444695449418881,0.4169123347719237,0.0,0.0,0.8834176726810078,0.37451082261946494,0.811077672753646,0.5325176126794561,0.7923822333923471,0.5360591057964315
101,smash,19,0.7446150027281192,0.40194557130871783,0.7715508848018474,0.3999989475703853,0.7832350716840221,0.42381195538454025,0.8523169736510896,0.4298981356074449,0.0,0.0,0.8786185295870329,0.37885337658549195,0.7714664430158331,0.5463018095582737,0.7996264865316399,0.5449327065710197
101,smash,20,0.7728038919491567,0.4126917546997054,0.7256103625507034,0.41079751632008,0.8425436575907229,0.43973295543014557,0.7019697356168888,0.4326385004119318,0.8630976543762078,0.3876143471522739,0.7110182072973907,0.39431171238124074,0.7850219688332283,0.5560470716685678,0.7682200090574117,0.5568437473942247
101,smash,21,0.7122953805803169,0.43283137837786057,0.7652339547336151,0.4339719827045337,0.6977579832759166,0.42397828648807206,0.8382100269068269,0.4475771316219748,0.717017555230795,0.3870213435424403,0.8516076347108403,0.396456982209352,0.7497997563271274,0.5786661453092268,0.780909814496273,0.5794450781509946
